Company Name,Phone Number,Category,Website URL
McMullen Trades,+61 8 8645 5011,Home builder,https://www.mcmullentrades.com.au/
Coppins Building and Construction Pty Ltd,+61 8 8645 1573,Home builder,http://cbac.net.au/
Steve White General Builders,+61 8 8645 8484,Construction company,http://stevewhitegeneralbuilders.com.au/
Whyalla bricklayers,+61 492 140 901,Bricklayers,
Dogar Trades Registered as Dogar Constructions,+61 468 721 583,Construction company,https://www.dogartrades.com.au/
Delmac Building and Glass,+61 8 7150 1330,Construction company,
Ice Engineering & Construction PTY LTD,+61 8 8644 2333,Construction company,https://www.iceengineering.net.au/
Aquest,+61 8 8644 2244,Electrician,https://aquest.com.au/
Ewings Contractors,+61 408 810 243,Contractor,
Whyalla Earthworks,+61 428 897 981,Excavating contractor,http://whyallaearthworks.com.au/
Whyalla Fencing,+61 483 812 243,Fence contractor,
Summit Electrical Management & Automation,+61 480 082 265,Electrician,https://www.summit-electrical.com.au/
Alep Electrical,+61 418 849 496,Electrician,
A.S. Carlson & Sons,+61 8 8645 8122,Plumber,
Hermann Constructions,,Construction company,
ECM Services,+61 437 002 773,Electrician,
See Us Maintenance Services,+61 408 810 281,Building consultant,
A. & G. D'orazio & Co. Pty. Ltd.,,Concrete contractor,
Bianco Construction & Industrial Supplies Whyalla,+61 8 8645 2696,Construction equipment supplier,https://www.bianco.com.au/
Diggers Civil,+61 438 527 046,Contractor,https://www.diggerscivilconstruction.com/
Stassi Engineering Pty Ltd.,+61 8 8645 2244,Engineering consultant,http://www.stassieng.com.au/
Aceblock,+61 8 8645 0033,Roofing contractor,
Mckellar Electrical,,Electrician,
Liberty Primary Steel - Whyalla Steelworks,+61 1800 178 335,Steel framework contractor,https://onesteelmanufacturing.com.au/
Jim Higgins,+61 419 779 759,Plumber,
Coates Whyalla,+61 8 8647 5600,Equipment rental agency,https://www.coates.com.au/find-a-branch/whyalla?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_content=whyalla
AutoRealty Consulting P/L,+61 415 358 086,Builder,
McMahon Services Whyalla,+61 8 8644 0168,Demolition contractor,https://www.mcmservices.com.au/
Environ Plumbing,+61 1300 911 531,Plumber,http://www.environplumbing.com.au/
Holcim Australia - Whyalla,+61 408 781 899,Ready mix concrete supplier,https://www.holcim.com.au/
Caledonia Group Whyalla,+61 448 488 485,Industrial equipment supplier,https://www.caledoniagroup.com.au/
Construction Sciences Whyalla,+61 8 8164 3929,Soil testing service,https://www.constructionsciences.net/
Hire a Handyman Whyalla,+61 8 8645 2165,Handyman/Handywoman/Handyperson,https://www.handymanwhyalla.com.au/
Lucas Total Contract Solutions,+61 8 8179 4000,Contractor,https://lucastcs.com.au/
Metric Consulting Engineers,+61 8 7120 6220,Engineer,https://metricce.com.au/
Whyalla Scaffolding,+61 8 8645 2833,Scaffolding Hire Service,https://whyallascaffolding.com.au/
CITC,+61 8 8301 4500,Training center,https://www.citc.com.au/
Inner Harbour Product Berth,,Construction company,
Liberty Primary Steel Administration,,Steel construction company,
Workforce Extensions Whyalla,+61 460 303 044,Employment agency,https://www.workext.com.au/whyalla/
Rabig Bulk Haulage,+61 417 724 677,Excavating contractor,https://rabigbulkhaulage.com/
Kev's Mowing & Landscaping,,Contractor,
WGA | Wallbridge Gilbert Aztec,+61 8 8644 0432,Engineering consultant,https://wga.com.au/
Port Adelaide Construction Pty Ltd,,19 McBryde Terrace,
Designful Spaces,+61 497 589 126,Interior designer,http://www.designfulspaces.com.au/
Boral Quarries,+61 1300 136 332,Quarry,https://www.boral.com.au/locations/boral-quarries-whyalla
Quantum Refrigeration & Airconditioning Services Whyalla,+61 8 8645 3006,Air conditioning contractor,
Golding,,42 Patterson St,
MJM Heavy Equipment Repairs - WHYALLA,+61 1800 072 727,Contractor,https://mjmher.com.au/
Vawn Engineering,+61 8 8645 4918,Engineer,
Woods Civil & Landscape,+61 498 881 464,Construction company,
CTI Solar and Electrical,+61 438 807 383,Solar energy equipment supplier,https://ctisolar.com.au/
Alexander Symonds,+61 1300 135 237,Surveyor,https://www.alexander.com.au/whyalla/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_term=visit+website
Rick's Fencing and Maintenance,+61 416 009 954,Fence contractor,https://www.facebook.com/Ricks-Fencing-and-Maintenance-227428118056091/
Power Pumping,+61 1300 704 440,Earth works company,https://www.powerpumping.com.au/?utm_source=google&utm_medium=organic&utm_campaign=gmb
Salopek Services,+61 439 941 517,Landscaper,
Smc Drafting,+61 8 8645 4400,Drafting service,
Steelforce Express Whyalla,+61 8 8645 0633,Steel distributor,https://www.steelforce.com.au/steelforce-express/
Barratts Blind Centre,+61 8 8645 8445,Window treatment store,
SRV Electrical,+61 431 123 753,Electrician,http://srvelectrical.com.au/
Harcourts Phillis,+61 408 078 969,Real estate agency,https://harcourts.net/au/office/phillis?utm_term=plcid_14059055765330069816&utm_source=google&utm_medium=organic&utm_campaign=Google+My+Business&utm_content=Harcourts+Phillis+-+Whyalla
Reece Plumbing Whyalla,+61 8 7641 3510,Plumbing supply store,https://www.reece.com.au/storefinder/whyalla-5020
Whyalla Boat Ramp,,Boat ramp,https://beachsafe.org.au/beach/sa/whyalla/whyalla/whyalla-boat-ramp
MINE SPEC,+61 8 8649 4180,Logistics service,http://minespecindustries.com.au/
Avid Engineering (Office),+61 8 8645 7002,Fibreglass Company,http://www.avideng.com.au/
Bilson Electrical and Renewables,+61 419 963 462,Electrician,https://www.facebook.com/bilsonelectricalandrenewables/
Davey & Krawczyk Engineering,+61 8 8645 0505,Steel fabricator,
Onsite Rental Group,+61 134040,Equipment rental agency,http://www.onsite.com.au/
Access Hire Whyalla,+61 8 8620 8264,Equipment rental agency,https://www.accesshire.net/?utm_source=google&utm_medium=organic&utm_campaign=gmb
Tradelink Whyalla Showroom + Trade,+61 8 8642 7660,Plumbing supply store,https://tradelink.com.au/store-finder/sa/whyalla/?utm_source=google&utm_medium=organic&utm_campaign=Google%20My%20Business&utm_content=Tradelink%20Whyalla%20Showroom%20%20%20Trade%20-%20Whyalla&utm_term=plcid_5964137458218496084
Beaumont Tiles Whyalla,+61 8 8645 1679,Tile store,https://www.beaumont-tiles.com.au/store/whyalla
King Signs,+61 8 8645 9997,Sign shop,
Eyre Power,+61 427 765 024,Green energy supplier,https://eyrepower.com.au/
Whyalla Marina,,Marina,
JT Gardening and Yard Care,+61 439 941 517,Gardener,
Inspirations Paint Whyalla,+61 8 8645 4455,Paint store,https://www.inspirationspaint.com.au/?utm_campaign=Google+My+Business&utm_source=google&utm_content=Inspirations+Paint+Whyalla&utm_term=plcid_11264318246925465999&utm_medium=organic
NUGGETS GARAGES & CARPORTS,+61 401 266 939,Garage door supplier,http://nuggetsgarages.com.au/
Richards Lock N Safe,+61 8 8645 4142,Locksmith,https://richardslocknsafe.com.au/
Artisan Plumbing and Gas,+61 467 452 878,Plumber,https://artisanplumbing.com.au/
Michael Grear Surveys,+61 8 8278 8732,Surveyor,https://www.mgsurveys.com.au/
Asperti C&M PTY LTD,+61 8 8644 1300,Electrician,
Ada Ryan Gardens,+61 8 8645 7900,Park,http://www.whyalla.sa.gov.au/page.aspx?u=986
Rapid Haulage,+61 8 8449 5040,Trucking company,http://www.rapidhaulage.com.au/
Whyalla Men's Shed,+61 8 8644 1484,Social club,http://www.whyallamensshed.org.au/
DAY ONE SOLUTIONS,+61 8 8645 9025,Metal fabricator,http://dayonesolutions.com.au/
RM Cleaning SA,+61 8 8645 5260,Cleaners,http://rmcleaning.com.au/
One Stop Carpets Pty Ltd,+61 8 8645 4315,Carpet store,http://www.onestopcarpets.com.au/
BOC Gas & Gear,+61 8 8645 7555,Industrial gas supplier,https://stores.boc.com.au/sa/whyalla-playford/boc-gas-&-gear?utm_campaign=yext-store-locator&utm_source=google&utm_medium=yext
StaySafe Training,+61 414 758 401,Training center,http://www.staysafetraining.com.au/
Public BBQ Whyalla Wetlands,,Barbecue area,https://www.whyalla.sa.gov.au/unity-objects-in-use/points-of-interest/whyalla-wetlands
Delmac Power Equipment,+61 8 8645 0415,Lawn mower store,https://www.delmacpe.com.au/
We Do Windows,,131 Norrie Ave,
PA & CI Martin,+61 8 8641 0197,Excavating contractor,https://www.paandcimartin.com.au/
Whyalla Foreshore Marine Pty Ltd,+61 8 8645 7676,Outboard motor store,https://whyallaforeshoremarine.com.au/
Dyer Electrical Solutions,+61 472 867 266,Electrician,https://dyerelectrical.com.au/
Eyre Maintenance Services,,Handyman/Handywoman/Handyperson,https://www.eyremaintenanceservices.com.au/
MGA Insurance Group,+61 8 8649 8900,Insurance broker,https://www.mga.com/
Energy Management & Verification Services,+61 451 931 972,Electrician,http://eeems.com.au/
Zimmerman & Thorpe Crash Repairs,+61 8 8645 8412,Auto body shop,https://www.zimmocrash.com/
Zancott Recruitment,+61 8 7633 3100,Employment agency,http://www.zancott.com/
Whyalla Basketball Association,+61 474 367 794,Basketball club,http://www.whyallabasketball.com.au/
Nalco,+61 8 8644 0195,Environmental consultant,
Middleback CFS,,Fire station,http://www.cfs.sa.gov.au/
ACTROL Whyalla,+61 8 8644 8210,Air conditioning system supplier,https://www.actrol.com.au/
SAGE Group,+61 1300 007 243,Automation company,https://www.gotosage.com/
Beyond Air Refrigeration & Air-conditioning services,+61 491 346 579,Air conditioning contractor,https://beyondair.com.au/
,,,
